SitID	HorID	Pick	Quality
106617	11000	486	3
106617	12000	486	3
106617	13000	486	3
106617	14000	497	1
106621	1000	323.09	1
106621	2000	        	-1
106621	3000	        	-1
106621	4000	435.86	1
106621	5000	463.6	1
106621	6000	        	-1
106621	7000	479.15	1
106621	9000	487.68	1
106621	9500	487.68	1
106621	10000	490.73	1
106621	11000	501.4	2
106621	12000	501.4	2
106621	13000	501.4	2
106621	14000	531.57	3
106626	1000	435	1
106626	2000	        	-1
106626	3000	        	-1
106626	4000	558	1
106626	5000	583	1
106626	6000	        	-1
106626	7000	594	1
106626	9000	600.5	2
106626	9500	600.5	2
106626	10000	603.5	2
106626	11000	614	3
106626	12000	614	3
106626	13000	614	3
106626	14000	623	4
106633	1000	340	1
106633	2000	        	-1
106633	3000	        	-1
106633	4000	461	1
106633	5000	486	1
106633	6000	        	-1
106633	7000	499	1
106633	9000	507	2
106633	9500	507	2
106633	10000	510	1
106633	11000	        	0
106633	12000	        	0
106633	13000	        	0
106633	14000	515	3
106635	1000	331	1
106635	2000	        	-1
106635	3000	        	-1
106635	4000	450	1
106635	5000	474	1
106635	6000	        	-1
106635	7000	486	1
106635	9000	494	2
106635	9500	494	2
106635	10000	496	2
106635	11000	        	0
106635	12000	        	0
106635	13000	        	0
106635	14000	518	4
106644	1000	431.9	1
106644	2000	        	-1
106644	3000	        	-1
106644	4000	555.96	1
106644	5000	577.29	2
106644	6000	        	-1
106644	7000	592.53	1
106644	9000	601.07	2
106644	9500	601.07	2
106644	10000	604.72	2
106644	11000	609.6	3
106644	12000	609.6	3
106644	13000	609.6	3
106644	14000	625.45	1
106645	1000	447.45	1
106645	2000	        	-1
106645	3000	        	-1
106645	4000	570.28	1
106645	5000	594.66	1
106645	6000	        	-1
106645	7000	610.82	1
106645	9000	618.13	2
106645	9500	618.13	2
106645	10000	622.4	1
106645	11000	629.72	3
106645	12000	629.72	3
106645	13000	629.72	3
106645	14000	644.35	2
106649	1000	413	1
106649	2000	        	-1
106649	3000	        	-1
106649	4000	536	1
106649	5000	560.5	1
106649	6000	        	-1
106649	7000	575	1
106649	9000	581	1
106649	9500	581	1
106649	10000	584	1
106649	11000	593.5	2
106649	12000	593.5	2
106649	13000	593.5	2
106649	14000	601	1
106650	1000	405.38	1
106650	2000	        	-1
106650	3000	        	-1
106650	4000	532.79	1
106650	5000	556.56	2
106650	6000	        	-1
106650	7000	572.41	1
106650	9000	579.12	2
106650	9500	579.12	2
106650	10000	582.17	2
106650	11000	591.62	3
106650	12000	591.62	3
106650	13000	591.62	3
106650	14000	601.37	1
106651	1000	416.97	1
106651	2000	        	-1
106651	3000	        	-1
106651	4000	542.54	1
106651	5000	565.1	1
106651	6000	        	-1
106651	7000	579.73	1
106651	9000	586.44	2
106651	9500	586.44	2
106651	10000	590.7	2
106651	11000	        	0
106651	12000	        	0
106651	13000	        	0
106651	14000	591.92	2
106652	1000	425.5	1
106652	2000	        	-1
106652	3000	        	-1
106652	4000	550.47	1
106652	5000	574.24	1
106652	6000	        	-1
106652	7000	589.79	1
106652	9000	595.58	2
106652	9500	595.58	2
106652	10000	599.24	2
106652	11000	        	0
106652	12000	        	0
106652	13000	        	0
106652	14000	607.47	1
106656	1000	434.04	1
106656	2000	        	-1
106656	3000	        	-1
106656	4000	563.88	1
106656	5000	590.09	2
106656	6000	        	-1
106656	7000	605.03	1
106656	9000	612.04	2
106656	9500	612.04	2
106656	10000	614.78	2
106656	11000	621.79	3
106656	12000	621.79	3
106656	13000	621.79	3
106656	14000	645.57	2
106659	1000	451.1	1
106659	2000	        	-1
106659	3000	        	-1
106659	4000	576.68	1
106659	5000	601.68	1
106659	6000	        	-1
106659	7000	618.13	1
106659	9000	626.06	2
106659	9500	626.06	2
106659	10000	630.02	2
106659	11000	633.98	3
106659	12000	633.98	3
106659	13000	633.98	3
106659	14000	644.35	1
106661	1000	436.47	1
106661	2000	        	-1
106661	3000	        	-1
106661	4000	567.54	1
106661	5000	593.14	2
106661	6000	        	-1
106661	7000	608.69	1
106661	9000	617.52	1
106661	9500	617.52	1
106661	10000	623.62	1
106661	11000	628.19	3
106661	12000	628.19	3
106661	13000	628.19	3
106661	14000	643.74	2
106662	1000	424.28	1
106662	2000	        	-1
106662	3000	        	-1
106662	4000	560.83	1
106662	5000	586.44	2
106662	6000	        	-1
106662	7000	602.59	1
106662	9000	611.43	1
106662	9500	611.43	1
106662	10000	618.74	2
106662	11000	623.32	2
106662	12000	623.32	2
106662	13000	623.32	2
106662	14000	638.56	1
106663	1000	436.47	1
106663	2000	        	-1
106663	3000	        	-1
106663	4000	569.98	1
106663	5000	577.9	2
106663	6000	        	-1
106663	7000	611.73	1
106663	9000	619.35	3
106663	9500	619.35	3
106663	10000	622.4	3
106663	11000	624.84	1
106663	12000	624.84	1
106663	13000	624.84	1
106663	14000	633.98	3
106665	1000	427.5	1
106665	2000	        	-1
106665	3000	        	-1
106665	4000	568	1
106665	5000	583	1
106665	6000	        	-1
106665	7000	600	1
106665	9000	608.5	1
106665	9500	608.5	1
106665	10000	612.5	1
106665	11000	618	2
106665	12000	618	2
106665	13000	618	2
106665	14000	624	2
106669	1000	466	1
106669	2000	        	-1
106669	3000	        	-1
106669	4000	593	1
106669	5000	622.5	2
106669	6000	        	-1
106669	7000	638	1
106669	9000	643	2
106669	9500	643	2
106669	10000	654	1
106669	11000	663	2
106669	12000	663	2
106669	13000	663	2
106669	14000	681	1
106673	1000	413.92	1
106673	2000	        	-1
106673	3000	        	-1
106673	4000	535.84	1
106673	5000	566.01	2
106673	6000	        	-1
106673	7000	579.73	1
106673	9000	589.48	2
106673	9500	589.48	2
106673	10000	        	0
106673	11000	613.26	2
106673	12000	613.26	2
106673	13000	613.26	2
106673	14000	637.95	1
106674	1000	407.82	1
106674	2000	        	-1
106674	3000	        	-1
106674	4000	530.35	1
106674	5000	557.48	2
106674	6000	        	-1
106674	7000	573.02	1
106674	9000	582.17	1
106674	9500	582.17	1
106674	10000	        	0
106674	11000	601.07	2
106674	12000	601.07	2
106674	13000	601.07	2
106674	14000	622.4	1
106676	1000	376.12	1
106676	2000	        	-1
106676	3000	        	-1
106676	4000	515.11	1
106676	5000	536.45	2
106676	6000	        	-1
106676	7000	552.3	1
106676	9000	563.27	1
106676	9500	563.27	1
106676	10000	        	0
106676	11000	577.29	1
106676	12000	577.29	1
106676	13000	577.29	1
106676	14000	605.94	2
106679	1000	434.04	1
106679	2000	        	-1
106679	3000	        	-1
106679	4000	582.17	1
106679	5000	601.98	2
106679	6000	        	-1
106679	7000	616.31	1
106679	9000	625.45	1
106679	9500	625.45	1
106679	10000	644.96	3
106679	11000	649.83	1
106679	12000	649.83	1
106679	13000	649.83	1
106679	14000	689.76	1
106680	1000	427.33	1
106680	2000	        	-1
106680	3000	        	-1
106680	4000	557.78	1
106680	5000	587.65	1
106680	6000	        	-1
106680	7000	605.33	1
106680	9000	613.56	1
106680	9500	613.56	1
106680	10000	629.11	3
106680	11000	639.78	1
106680	12000	639.78	1
106680	13000	639.78	1
106680	14000	680.92	1
106681	1000	403	1
106681	2000	        	-1
106681	3000	        	-1
106681	4000	538	1
106681	5000	571	2
106681	6000	        	-1
106681	7000	585	1
106681	9000	593.5	1
106681	9500	593.5	1
106681	10000	611	3
106681	11000	619	1
106681	12000	619	1
106681	13000	619	1
106681	14000	659	1
106682	1000	446.53	1
106682	2000	        	-1
106682	3000	        	-1
106682	4000	582.78	1
106682	5000	612.04	1
106682	6000	        	-1
106682	7000	628.19	1
106682	9000	636.73	1
106682	9500	636.73	1
106682	10000	        	0
106682	11000	658.98	1
106682	12000	658.98	1
106682	13000	658.98	1
106682	14000	700.74	1
106685	1000	385.88	1
106685	2000	        	-1
106685	3000	        	-1
106685	4000	530.35	1
106685	5000	554.13	1
106685	6000	        	-1
106685	7000	571.2	1
106685	9000	582.17	2
106685	9500	582.17	2
106685	10000	598.02	3
106685	11000	601.68	1
106685	12000	601.68	1
106685	13000	601.68	1
106685	14000	638.25	1
106687	1000	397	1
106687	2000	        	-1
106687	3000	        	-1
106687	4000	538	1
106687	5000	563.5	1
106687	6000	        	-1
106687	7000	578	1
106687	9000	588	2
106687	9500	588	2
106687	10000	603	3
106687	11000	612	1
106687	12000	612	1
106687	13000	612	1
106687	14000	624	1
106698	1000	414.5	1
106698	2000	        	-1
106698	3000	        	-1
106698	4000	547	1
106698	5000	576	1
106698	6000	        	-1
106698	7000	592.5	1
106698	9000	600.5	1
106698	9500	600.5	1
106698	10000	617	3
106698	11000	624.5	1
106698	12000	624.5	1
106698	13000	624.5	1
106698	14000	662	1
106700	1000	390.14	1
106700	2000	        	-1
106700	3000	        	-1
106700	4000	530.35	1
106700	5000	561.75	1
106700	6000	        	-1
106700	7000	576.99	1
106700	9000	584.91	1
106700	9500	584.91	1
106700	10000	        	0
106700	11000	605.33	1
106700	12000	605.33	1
106700	13000	605.33	1
106700	14000	645.57	1
106701	1000	408.5	1
106701	2000	        	-1
106701	3000	        	-1
106701	4000	545	1
106701	5000	571	1
106701	6000	        	-1
106701	7000	586	1
106701	9000	597	2
106701	9500	597	2
106701	10000	610.5	3
106701	11000	615	2
106701	12000	615	2
106701	13000	615	2
106701	14000	621	1
106707	1000	402.64	1
106707	2000	        	-1
106707	3000	        	-1
106707	4000	545.59	1
106707	5000	571.2	1
106707	6000	        	-1
106707	7000	585.83	1
106707	9000	594.36	2
106707	9500	594.36	2
106707	10000	        	0
106707	11000	612.65	2
106707	12000	612.65	2
106707	13000	612.65	2
106707	14000	632.76	1
106710	1000	407	1
106710	2000	        	-1
106710	3000	        	-1
106710	4000	550	1
106710	5000	573	2
106710	6000	        	-1
106710	7000	586.5	1
106710	9000	594.5	1
106710	9500	594.5	1
106710	10000	        	0
106710	11000	609	1
106710	12000	609	1
106710	13000	609	1
106710	14000	626.5	1
106726	1000	445.62	1
106726	2000	        	-1
106726	3000	        	-1
106726	4000	584	1
106726	5000	610.21	1
106726	6000	        	-1
106726	7000	625.75	1
106726	9000	635.51	2
106726	9500	635.51	2
106726	10000	        	0
106726	11000	        	0
106726	12000	        	0
106726	13000	        	0
106726	14000	649.22	1
106735	1000	506.5	1
106735	2000	        	-1
106735	3000	        	-1
106735	4000	653	1
106735	5000	680.5	2
106735	6000	        	-1
106735	7000	694	1
106735	9000	704	2
106735	9500	704	2
106735	10000	        	0
106735	11000	714	1
106735	12000	714	1
106735	13000	714	1
106735	14000	727	1
106747	1000	424.5	1
106747	2000	        	-1
106747	3000	        	-1
106747	4000	574	1
106747	5000	596.5	1
106747	6000	        	-1
106747	7000	610	1
106747	9000	618.5	2
106747	9500	618.5	2
106747	10000	        	0
106747	11000	        	0
106747	12000	        	0
106747	13000	        	0
106747	14000	622.5	1
106754	1000	599.85	1
106754	2000	        	-1
106754	3000	        	-1
106754	4000	741.88	1
106754	5000	772.67	2
106754	6000	        	-1
106754	7000	785.77	1
106754	9000	799.49	2
106754	9500	799.49	2
106754	10000	        	0
106754	11000	808.02	1
106754	12000	808.02	1
106754	13000	808.02	1
106754	14000	815.95	1
106774	1000	509.02	1
106774	2000	        	-1
106774	3000	        	-1
106774	4000	644.35	1
106774	5000	680.31	1
106774	6000	        	-1
106774	7000	693.12	1
106774	9000	703.48	2
106774	9500	703.48	2
106774	10000	        	0
106774	11000	        	0
106774	12000	        	0
106774	13000	        	0
106774	14000	710.18	1
106804	1000	507.19	1
106804	2000	        	-1
106804	3000	        	-1
106804	4000	648	1
106804	5000	680.31	1
106804	6000	        	-1
106804	7000	696.77	1
106804	9000	707.14	2
106804	9500	707.14	2
106804	10000	        	0
106804	11000	715.98	1
106804	12000	715.98	1
106804	13000	715.98	1
106804	14000	728.78	1
106820	1000	552.5	1
106820	2000	        	-1
106820	3000	        	-1
106820	4000	705	2
106820	5000	729	1
106820	6000	        	-1
106820	7000	742	1
106820	9000	753	2
106820	9500	753	2
106820	10000	        	0
106820	11000	758	3
106820	12000	758	3
106820	13000	758	3
106820	14000	767	3
106838	1000	595.27	1
106838	2000	        	-1
106838	3000	        	-1
106838	4000	733.35	1
106838	5000	771.14	2
106838	6000	        	-1
106838	7000	785.77	1
106838	9000	798.58	2
106838	9500	798.58	2
106838	10000	        	0
106838	11000	805.89	2
106838	12000	805.89	2
106838	13000	805.89	2
106838	14000	810.77	2
106840	1000	655	1
106840	2000	        	-1
106840	3000	        	-1
106840	4000	814	1
106840	5000	849	1
106840	6000	        	-1
106840	7000	861	1
106840	9000	873	2
106840	9500	873	2
106840	10000	        	0
106840	11000	879	1
106840	12000	879	1
106840	13000	879	1
106840	14000	889	2
106841	1000	612.5	1
106841	2000	        	-1
106841	3000	        	-1
106841	4000	        	-1
106841	5000	796	3
106841	6000	        	-1
106841	7000	809.5	1
106841	9000	822	2
106841	9500	822	2
106841	10000	        	0
106841	11000	        	0
106841	12000	        	0
106841	13000	        	0
106841	14000	829.5	1
107168	1000	328	1
107168	2000	        	-1
107168	3000	        	-1
107168	4000	        	-1
107168	5000	440	1
107168	6000	        	-1
107168	7000	463	1
107168	9000	466	3
107168	9500	466	3
107168	10000	469	2
107168	11000	475	3
107168	12000	475	2
107168	13000	475	2
107168	14000	579	1
107170	1000	301	1
107170	2000	        	-1
107170	3000	        	-1
107170	4000	        	-1
107170	5000	415	1
107170	6000	        	-1
107170	7000	431	1
107170	9000	433.5	3
107170	9500	437	1
107170	10000	441.5	1
107170	11000	449.5	3
107170	12000	449.5	3
107170	13000	449.5	3
107170	14000	493	1
107171	1000	310	1
107171	2000	        	-1
107171	3000	        	-1
107171	4000	        	-1
107171	5000	423	1
107171	6000	        	-1
107171	7000	440.5	1
107171	9000	443	3
107171	9500	447	1
107171	10000	453	1
107171	11000	459	1
107171	12000	459	1
107171	13000	459	1
107171	14000	494	1
107173	1000	314	1
107173	2000	        	-1
107173	3000	        	-1
107173	4000	        	-1
107173	5000	439	1
107173	6000	        	-1
107173	7000	457	1
107173	9000	459	2
107173	9500	465	1
107173	10000	472.5	2
107173	11000	478	2
107173	12000	478	2
107173	13000	478	2
107173	14000	505	1
107174	1000	327	1
107174	2000	        	-1
107174	3000	        	-1
107174	4000	        	-1
107174	5000	442	1
107174	6000	        	-1
107174	7000	458	1
107174	9000	461	3
107174	9500	467	2
107174	10000	472	2
107174	11000	484.5	2
107174	12000	484.5	2
107174	13000	484.5	2
107174	14000	523	1
107175	1000	296	1
107175	2000	        	-1
107175	3000	        	-1
107175	4000	        	-1
107175	5000	414	1
107175	6000	        	-1
107175	7000	429	1
107175	9000	432	2
107175	9500	434.5	1
107175	10000	440	1
107175	11000	448	2
107175	12000	448	2
107175	13000	448	2
107175	14000	498	1
107178	1000	308	1
107178	2000	        	-1
107178	3000	        	-1
107178	4000	        	-1
107178	5000	425.5	1
107178	6000	        	-1
107178	7000	440	1
107178	9000	444	3
107178	9500	454	1
107178	10000	        	0
107178	11000	459	3
107178	12000	459	3
107178	13000	459	3
107178	14000	532	1
107181	1000	331	1
107181	2000	        	-1
107181	3000	        	-1
107181	4000	        	-1
107181	5000	447	1
107181	6000	        	-1
107181	7000	462	1
107181	9000	464.5	3
107181	9500	467.5	1
107181	10000	470.5	3
107181	11000	481	3
107181	12000	481	3
107181	13000	481	3
107181	14000	555	1
107183	1000	323	1
107183	2000	        	-1
107183	3000	        	-1
107183	4000	        	-1
107183	5000	438	1
107183	6000	        	-1
107183	7000	453.5	1
107183	9000	456	2
107183	9500	458.5	1
107183	10000	462	1
107183	11000	475	2
107183	12000	475	2
107183	13000	475	2
107183	14000	519	1
107188	1000	330	1
107188	2000	        	-1
107188	3000	        	-1
107188	4000	        	-1
107188	5000	446.5	1
107188	6000	        	-1
107188	7000	460	1
107188	9000	463	3
107188	9500	471	1
107188	10000	        	0
107188	11000	474	3
107188	12000	474	3
107188	13000	474	3
107188	14000	538	1
107193	1000	320	1
107193	2000	        	-1
107193	3000	        	-1
107193	4000	        	-1
107193	5000	438	1
107193	6000	        	-1
107193	7000	451	1
107193	9000	453.5	3
107193	9500	466	1
107193	10000	        	0
107193	11000	474	3
107193	12000	474	3
107193	13000	474	3
107193	14000	529	1
107196	1000	348	1
107196	2000	        	-1
107196	3000	        	-1
107196	4000	        	-1
107196	5000	469	1
107196	6000	        	-1
107196	7000	483	1
107196	9000	485	3
107196	9500	508	1
107196	10000	        	0
107196	11000	        	0
107196	12000	        	0
107196	13000	508	1
107196	14000	560	1
107199	1000	331	1
107199	2000	        	-1
107199	3000	        	-1
107199	4000	        	-1
107199	5000	455	1
107199	6000	        	-1
107199	7000	470.5	1
107199	9000	473	3
107199	9500	500	1
107199	10000	        	0
107199	11000	        	0
107199	12000	        	0
107199	13000	500	1
107199	14000	571	1
107201	1000	308	1
107201	2000	        	-1
107201	3000	        	-1
107201	4000	        	-1
107201	5000	425	1
107201	6000	        	-1
107201	7000	437	1
107201	9000	440	3
107201	9500	452	3
107201	10000	        	0
107201	11000	458	3
107201	12000	462	2
107201	13000	462	2
107201	14000	521	1
107204	1000	317	1
107204	2000	        	-1
107204	3000	        	-1
107204	4000	        	-1
107204	5000	434	1
107204	6000	        	-1
107204	7000	448	1
107204	9000	451	3
107204	9500	463	1
107204	10000	        	0
107204	11000	465.5	3
107204	12000	472	1
107204	13000	472	1
107204	14000	523	1
107209	1000	331	1
107209	2000	        	-1
107209	3000	        	-1
107209	4000	        	-1
107209	5000	449	1
107209	6000	        	-1
107209	7000	461.3	1
107209	9000	464	1
107209	9500	479.5	1
107209	10000	        	0
107209	11000	482	1
107209	12000	486.15	1
107209	13000	486.15	1
107209	14000	546.5	1
107215	1000	317	1
107215	2000	        	-1
107215	3000	        	-1
107215	4000	        	-1
107215	5000	439	1
107215	6000	        	-1
107215	7000	453	1
107215	9000	456	3
107215	9500	474	1
107215	10000	        	0
107215	11000	        	0
107215	12000	        	0
107215	13000	474	1
107215	14000	524	1
107222	1000	326	1
107222	2000	        	-1
107222	3000	        	-1
107222	4000	        	-1
107222	5000	444	1
107222	6000	        	-1
107222	7000	457	1
107222	9000	460	3
107222	9500	470	2
107222	10000	        	0
107222	11000	472.5	2
107222	12000	477	1
107222	13000	477	1
107222	14000	531	1
107223	1000	318	1
107223	2000	        	-1
107223	3000	        	-1
107223	4000	        	-1
107223	5000	442	1
107223	6000	        	-1
107223	7000	455	1
107223	9000	458	1
107223	9500	470.5	1
107223	10000	        	0
107223	11000	475	3
107223	12000	475	1
107223	13000	475	1
107223	14000	529	1
107230	1000	320	1
107230	2000	        	-1
107230	3000	        	-1
107230	4000	        	-1
107230	5000	444	1
107230	6000	        	-1
107230	7000	457.5	1
107230	9000	460	1
107230	9500	473.5	1
107230	10000	        	0
107230	11000	477	2
107230	12000	477	2
107230	13000	477	2
107230	14000	530	1
107232	1000	329	1
107232	2000	        	-1
107232	3000	        	-1
107232	4000	        	-1
107232	5000	452	1
107232	6000	        	-1
107232	7000	465	1
107232	9000	468	1
107232	9500	480	2
107232	10000	        	0
107232	11000	484	3
107232	12000	484	3
107232	13000	484	3
107232	14000	529	1
107236	1000	316	1
107236	2000	        	-1
107236	3000	        	-1
107236	4000	        	-1
107236	5000	441	1
107236	6000	        	-1
107236	7000	453.5	1
107236	9000	458	1
107236	9500	462	1
107236	10000	464	1
107236	11000	471	3
107236	12000	471	3
107236	13000	471	3
107236	14000	494	1
107239	1000	325	1
107239	2000	        	-1
107239	3000	        	-1
107239	4000	        	-1
107239	5000	449	1
107239	6000	        	-1
107239	7000	462	1
107239	9000	466	3
107239	9500	472	1
107239	10000	474.5	1
107239	11000	481	3
107239	12000	481	3
107239	13000	481	3
107239	14000	504	1
107246	1000	323	1
107246	2000	        	-1
107246	3000	        	-1
107246	4000	        	-1
107246	5000	447	1
107246	6000	        	-1
107246	7000	461	1
107246	9000	464	2
107246	9500	473.5	1
107246	10000	473.5	2
107246	11000	482	3
107246	12000	482	3
107246	13000	482	3
107246	14000	516	1
107250	1000	307	1
107250	2000	        	-1
107250	3000	        	-1
107250	4000	        	-1
107250	5000	427.5	1
107250	6000	        	-1
107250	7000	442	1
107250	9000	446	2
107250	9500	454	1
107250	10000	454	3
107250	11000	459	3
107250	12000	459	3
107250	13000	459	3
107250	14000	484	1
107252	1000	317.5	1
107252	2000	        	-1
107252	3000	        	-1
107252	4000	        	-1
107252	5000	446	1
107252	6000	        	-1
107252	7000	462	1
107252	9000	466	3
107252	9500	469	1
107252	10000	472	3
107252	11000	477.5	2
107252	12000	477.5	2
107252	13000	477.5	2
107252	14000	507	1
107260	1000	320	1
107260	2000	        	-1
107260	3000	        	-1
107260	4000	        	-1
107260	5000	443	1
107260	6000	        	-1
107260	7000	458.5	1
107260	9000	462	1
107260	9500	466	1
107260	10000	468.5	3
107260	11000	476	2
107260	12000	476	2
107260	13000	476	2
107260	14000	501	1
107262	1000	313	1
107262	2000	        	-1
107262	3000	        	-1
107262	4000	        	-1
107262	5000	439.5	1
107262	6000	        	-1
107262	7000	456	1
107262	9000	458.5	3
107262	9500	461	1
107262	10000	465.5	1
107262	11000	472	2
107262	12000	472	2
107262	13000	472	2
107262	14000	515.5	1
107267	1000	302	1
107267	2000	        	-1
107267	3000	        	-1
107267	4000	        	-1
107267	5000	439.5	1
107267	6000	        	-1
107267	7000	457	1
107267	9000	459.5	2
107267	9500	462	1
107267	10000	466	1
107267	11000	473.5	1
107267	12000	473.5	1
107267	13000	473.5	1
107267	14000	520	1
107270	1000	310	1
107270	2000	        	-1
107270	3000	        	-1
107270	4000	        	-1
107270	5000	441.5	1
107270	6000	        	-1
107270	7000	458.5	1
107270	9000	461	3
107270	9500	463	3
107270	10000	468	1
107270	11000	476	1
107270	12000	476	1
107270	13000	476	1
107270	14000	522	1
107272	1000	309	1
107272	2000	        	-1
107272	3000	        	-1
107272	4000	        	-1
107272	5000	435.5	1
107272	6000	        	-1
107272	7000	453	1
107272	9000	455.5	3
107272	9500	458	1
107272	10000	464	3
107272	11000	470	2
107272	12000	470	2
107272	13000	470	2
107272	14000	520	1
107276	1000	318	1
107276	2000	        	-1
107276	3000	        	-1
107276	4000	        	-1
107276	5000	449	1
107276	6000	        	-1
107276	7000	466	1
107276	9000	468.5	3
107276	9500	471	3
107276	10000	475	1
107276	11000	483	3
107276	12000	483	3
107276	13000	483	3
107276	14000	539	1
107277	1000	300	1
107277	2000	        	-1
107277	3000	        	-1
107277	4000	        	-1
107277	5000	427.5	1
107277	6000	        	-1
107277	7000	445.5	1
107277	9000	448	3
107277	9500	450.5	3
107277	10000	456	1
107277	11000	465	3
107277	12000	465	3
107277	13000	465	3
107277	14000	505	1
107279	1000	300	1
107279	2000	        	-1
107279	3000	        	-1
107279	4000	        	-1
107279	5000	430	1
107279	6000	        	-1
107279	7000	447	1
107279	9000	449	3
107279	9500	450.5	3
107279	10000	456.5	1
107279	11000	467.5	2
107279	12000	467.5	2
107279	13000	467.5	2
107279	14000	522	1
107280	1000	308	1
107280	2000	        	-1
107280	3000	        	-1
107280	4000	        	-1
107280	5000	435	1
107280	6000	        	-1
107280	7000	453	1
107280	9000	455	3
107280	9500	458	3
107280	10000	463	1
107280	11000	474	2
107280	12000	474	2
107280	13000	474	2
107280	14000	521	1
107281	1000	284	1
107281	2000	        	-1
107281	3000	        	-1
107281	4000	        	-1
107281	5000	416.5	1
107281	6000	        	-1
107281	7000	431	1
107281	9000	436	3
107281	9500	438	1
107281	10000	443.5	1
107281	11000	449	3
107281	12000	449	3
107281	13000	449	3
107281	14000	504	1
107282	1000	311	1
107282	2000	        	-1
107282	3000	        	-1
107282	4000	        	-1
107282	5000	443.5	1
107282	6000	        	-1
107282	7000	458	1
107282	9000	462.5	3
107282	9500	463.5	1
107282	10000	469	1
107282	11000	477	1
107282	12000	477	1
107282	13000	477	1
107282	14000	526	1
107284	1000	320.04	1
107284	2000	        	-1
107284	3000	        	-1
107284	4000	        	-1
107284	5000	452.93	1
107284	6000	        	-1
107284	7000	468.17	1
107284	9000	472.44	3
107284	9500	474.27	1
107284	10000	479.76	1
107284	11000	487.68	2
107284	12000	487.68	2
107284	13000	487.68	2
107284	14000	532.49	1
107285	1000	311	1
107285	2000	        	-1
107285	3000	        	-1
107285	4000	        	-1
107285	5000	444	1
107285	6000	        	-1
107285	7000	459	1
107285	9000	463	3
107285	9500	465.5	1
107285	10000	471	1
107285	11000	480	2
107285	12000	480	2
107285	13000	480	2
107285	14000	525	1
107286	1000	323.09	1
107286	2000	        	-1
107286	3000	        	-1
107286	4000	        	-1
107286	5000	459.64	1
107286	6000	        	-1
107286	7000	474.27	1
107286	9000	480.06	3
107286	9500	480.06	3
107286	10000	485.24	1
107286	11000	495.6	3
107286	12000	495.6	3
107286	13000	495.6	3
107286	14000	532.18	1
107289	1000	286.51	1
107289	2000	        	-1
107289	3000	        	-1
107289	4000	        	-1
107289	5000	416.97	1
107289	6000	        	-1
107289	7000	432.82	1
107289	9000	439.52	2
107289	9500	439.52	1
107289	10000	444.4	1
107289	11000	453.54	3
107289	12000	453.54	3
107289	13000	453.54	3
107289	14000	472.44	1
107291	1000	295.5	1
107291	2000	        	-1
107291	3000	        	-1
107291	4000	        	-1
107291	5000	425	1
107291	6000	        	-1
107291	7000	441	1
107291	9000	448	2
107291	9500	448	1
107291	10000	452	1
107291	11000	461	1
107291	12000	461	1
107291	13000	461	1
107291	14000	485.5	1
107292	1000	283.46	1
107292	2000	        	-1
107292	3000	        	-1
107292	4000	        	-1
107292	5000	415.75	1
107292	6000	        	-1
107292	7000	432.21	1
107292	9000	439.22	2
107292	9500	439.22	1
107292	10000	443.18	1
107292	11000	452.32	2
107292	12000	452.32	2
107292	13000	452.32	2
107292	14000	478.54	1
107298	1000	287	1
107298	2000	        	-1
107298	3000	        	-1
107298	4000	        	-1
107298	5000	418	1
107298	6000	        	-1
107298	7000	435	1
107298	9000	442	3
107298	9500	442	1
107298	10000	445	1
107298	11000	454	1
107298	12000	454	1
107298	13000	454	1
107298	14000	470	1
107304	1000	295	1
107304	2000	        	-1
107304	3000	        	-1
107304	4000	        	-1
107304	5000	427	1
107304	6000	        	-1
107304	7000	443	1
107304	9000	450	2
107304	9500	450	1
107304	10000	455	1
107304	11000	464	1
107304	12000	464	1
107304	13000	464	1
107304	14000	475	1
107309	1000	288	1
107309	2000	        	-1
107309	3000	        	-1
107309	4000	        	-1
107309	5000	416.5	1
107309	6000	        	-1
107309	7000	433	1
107309	9000	441	3
107309	9500	441	1
107309	10000	444.5	1
107309	11000	452	1
107309	12000	452	1
107309	13000	452	1
107309	14000	471	2
107315	1000	283.46	1
107315	2000	        	-1
107315	3000	        	-1
107315	4000	        	-1
107315	5000	411.48	1
107315	6000	        	-1
107315	7000	429.77	1
107315	9000	436.47	3
107315	9500	436.47	3
107315	10000	440.13	1
107315	11000	449.28	1
107315	12000	449.28	1
107315	13000	449.28	1
107315	14000	468.78	1
107325	1000	281.33	1
107325	2000	        	-1
107325	3000	        	-1
107325	4000	        	-1
107325	5000	415.75	1
107325	6000	        	-1
107325	7000	430.68	1
107325	9000	438.3	2
107325	9500	438.3	1
107325	10000	441.35	1
107325	11000	        	0
107325	12000	        	0
107325	13000	        	0
107325	14000	448.06	2
107333	1000	260.6	1
107333	2000	        	-1
107333	3000	        	-1
107333	4000	        	-1
107333	5000	393.8	1
107333	6000	        	-1
107333	7000	410.57	1
107333	9000	418.19	2
107333	9500	418.19	1
107333	10000	420.62	2
107333	11000	428.24	1
107333	12000	428.24	1
107333	13000	428.24	1
107333	14000	436.47	2
107341	1000	260.91	1
107341	2000	        	-1
107341	3000	        	-1
107341	4000	        	-1
107341	5000	396.24	1
107341	6000	        	-1
107341	7000	412.39	1
107341	9000	421.23	2
107341	9500	421.23	1
107341	10000	423.06	2
107341	11000	430.99	1
107341	12000	430.99	1
107341	13000	430.99	1
107341	14000	437.39	3
